"Latest: Time (s)","Latest: Temperature (°C)"
403.5,15.7606870517
404,15.7561271382
404.5,15.7485268386
405,15.7409259838
405.5,15.7333245733
406,15.7226816639
406.5,15.7150789175
407,15.7029133635
407.5,15.6953091666
408,15.6907463803
408.5,15.6877044109
409,15.6770568132
409.5,15.672493221
410,15.6633654315
410.5,15.6542368342
411,15.6466290521
411.5,15.6344554313
412,15.6283680806
412.5,15.6192363786
413,15.6101038644
413.5,15.6055373026
414,15.5964035686
414.5,15.5887915017
415,15.5781336569
415.5,15.5735656692
416,15.5689974774
416.5,15.5659519027
417,15.5598604809
417.5,15.5522456924
418,15.5446303354
418.5,15.5370144094
419,15.526351156
419.5,15.5187338623
420,15.5065450049
420.5,15.5004500276
421,15.4928307912
421.5,15.4836869516
422,15.4775906001
422.5,15.4745422867
423,15.4699696445
423.5,15.4608237399
424,15.4516770077
424.5,15.442529447
425,15.4333810569
425.5,15.4257567643
426,15.4181318946
426.5,15.4074561065
427,15.4013551472
427.5,15.3922030137
428,15.3830500459
428.5,15.3784732488
429,15.3754219347
429.5,15.3723705277
430,15.363215749
430.5,15.3555861272
431,15.3494820109
431.5,15.3387989103
432,15.3311674245
432.5,15.3189558332
433,15.3128494766
433.5,15.3036892398
434,15.3006356403
434.5,15.2945281599
435,15.2884203045
435.5,15.2792578174
436,15.273149023
436.5,15.2655125011
437,15.2548203823
437.5,15.248710082
438,15.2334326807
438.5,15.2303769172
439,15.2212090597
439.5,15.218152918
440,15.2089839252
440.5,15.2043991092
441,15.1982856894
441.5,15.1937003756
442,15.1860577114
442.5,15.1768857308
443,15.16924176
443.5,15.1631261551
444,15.1570101692
444.5,15.1463062766
445,15.1340718251
445.5,15.1233654258
446,15.1187766103
446.5,15.1095983331
447,15.1034790025
447.5,15.0958292998
448,15.0866488646
448.5,15.0851187081
449,15.0805280942
449.5,15.0744069391
450,15.0652244848
450.5,15.0545105256
451,15.043795385
451.5,15.0376719165
452,15.0330790615
452.5,15.0238926988
453,15.0208303844
453.5,15.01164286
454,15.0085801581
454.5,15.0055173592
455,14.9947967991
455.5,14.9902019093
456,14.9840750494
456.5,14.9779478006
457,14.9733521086
457.5,14.9656921351
458,14.9580315527
458.5,14.9473057131
459,14.941176125
459.5,14.9304484051
460,14.9227850143
460.5,14.9181866862
461,14.912055239
461.5,14.9089893684
462,14.9059233997
462.5,14.8967249049
463,14.8905920839
463.5,14.8875255261
464,14.8798587012
464.5,14.8706576995
465,14.8614558111
465.5,14.8522530353
466,14.8445833769
466.5,14.8384472055
467,14.8307764351
467.5,14.8246393735
468,14.8185019158
468.5,14.8123640617
469,14.8031565368
469.5,14.7985524393
470,14.792413295
470.5,14.7908784468
471,14.7862737532
471.5,14.7816688357
472,14.7739934757
472.5,14.7709231574
473,14.7647822218
473.5,14.7540346248
474,14.7463570212
474.5,14.7371430725
475,14.7294640943
475.5,14.7202484945
476,14.7171764275
476.5,14.707959625
477,14.7048871568
477.5,14.6956691499
478,14.69259628
478.5,14.6910598073
479,14.6864502385
479.5,14.6803037946
480,14.6695465488
480.5,14.6603250697
481,14.6495655297
481.5,14.6449539195
482,14.6418793864
482.5,14.6326551803
483,14.6265052035
483.5,14.6157417692
484,14.6126662742
484.5,14.6019012425
485,14.6003632793
485.5,14.5942111725
486,14.5942111725
486.5,14.5911349666
487,14.583444007
487.5,14.5772907813
488,14.5726755947
488.5,14.5695986763
489,14.5619059342
489.5,14.552673802
490,14.5465185366
490.5,14.5403628624
491,14.5342067791
491.5,14.5280502864
492,14.5218933841
492.5,14.5203540945
493,14.5157360719
493.5,14.5095783495
494,14.5034202165
494.5,14.4972616728
495,14.4926424952
495.5,14.486483232
496,14.4741634704
496.5,14.469543135
497,14.4633823269
497.5,14.4525999196
498,14.4495189995
498.5,14.4418162471
499,14.4356535799
499.5,14.4294904988
500,14.4248679162
500.5,14.421786065
501,14.4187041101
501.5,14.4125398893
502,14.4079164513
502.5,14.4048340296
503,14.397127521
503.5,14.3909618465
504,14.3863373176
504.5,14.380170915
505,14.3709205299
505.5,14.3678368599
506,14.3585852239
506.5,14.3524169448
507,14.3447060084
507.5,14.3369944186
508,14.329282175
508.5,14.3246545147
509,14.3184839343
509.5,14.3092272773
510,14.3045985947
510.5,14.303055648
511,14.2984266503
511.5,14.2937974162
512,14.2907111288
512.5,14.2814516353
513,14.2752781134
513.5,14.2629298052
514,14.2582987546
514.5,14.252123651
515,14.2474920462
515.5,14.2413162031
516,14.2335958046
516.5,14.2289632479
517,14.2196974199
517.5,14.2166085986
518,14.2104306379
518.5,14.2057968889
519,14.2042522528
519.5,14.201162901
520,14.1965286742
520.5,14.1918942083
521,14.1872595031
521.5,14.1779893747
522,14.1779893747
522.5,14.1640823849
523,14.1579008075
523.5,14.1517188033
524,14.1439906973
524.5,14.1347160883
525,14.1331702265
525.5,14.1285324807
526,14.1269865119
526.5,14.1254405164
527,14.1192562663
527.5,14.1130715876
528,14.1022473673
528.5,14.103793765
529,14.0914218318
529.5,14.0867819136
530,14.0759544963
530.5,14.0682198193
531,14.0635786898
531.5,14.0589373177
532,14.0558429348
532.5,14.0450117444
533,14.0419168756
533.5,14.0357268136
534,14.029536319
534.5,14.0233453914
535,14.0187019115
535.5,14.0109622364
536,14.006318106
536.5,14.0047700083
537,14.0032218834
537.5,13.9985773461
538,13.9923842495
538.5,13.9877391418
539,13.9799967519
539.5,13.9738023503
540,13.9691562633
540.5,13.9614122402
541,13.9505694628
541.5,13.9490203855
542,13.9412745892
542.5,13.93352811
543,13.9304293269
543.5,13.9195827244
544,13.9180331002
544.5,13.9118343296
545,13.9087347799
545.5,13.9056351206
546,13.9040852497
546.5,13.8978854921
547,13.8839344311
547.5,13.8839344311
548,13.8684306405
548.5,13.8529240961
549,13.8296591062
549.5,13.8110426351
550,13.8094910825
550.5,13.8079395022
551,13.803284595
551.5,13.7986294381
552,13.7939740316
552.5,13.7893183752
553,13.7846624688
553.5,13.7800063124
554,13.7706932487
554.5,13.7675886715
555,13.7567217742
555.5,13.7505115056
556,13.7458535112
556.5,13.7380896292
557,13.7380896292
557.5,13.7334309648
558,13.7303250489
558.5,13.7256659653
559,13.7179002667
559.5,13.7179002667
560,13.7101338683
560.5,13.7070271129
561,13.7023667696
589,13.4144864076
589.5,13.4098100054
590,13.4066922593
590.5,13.4004564198
591,13.3973383264
591.5,13.3911017919
592,13.3895425858
592.5,13.3770678931
593,13.3770678931
593.5,13.3677106546
594,13.35835237
594.5,13.3552327091
595,13.3474330478
595.5,13.3427529016
596,13.3396326584
596.5,13.3380724932
597,13.3333918224
597.5,13.3333918224
598,13.3240296934
598.5,13.3209087502
599,13.3177876903
599.5,13.3131058812
600,13.3084238092
600.5,13.302180637
601,13.2959369967
601.5,13.2912539591
602,13.2850094988
602.5,13.2803258458
603,13.2740805646
603.5,13.2709577479
604,13.2631501924
604.5,13.2569036192
605,13.2537801562
605.5,13.2490947411
606,13.2428471091
606.5,13.2397231164
607,13.2334747776
607.5,13.2287882141
608,13.2272259672
608.5,13.220976685
609,13.2194142907
609.5,13.2162894135
610,13.2116018763
610.5,13.2100393048
611,13.205351413
611.5,13.1991004768
612,13.1975376688
612.5,13.1928490673
613,13.189723185
613.5,13.1865971843
614,13.1803448273
614.5,13.1756552485
615,13.16627529
615.5,13.1615849101
616,13.1537670163
616.5,13.1459483795
617,13.1412568405
617.5,13.1365650337
618,13.1318729589
618.5,13.1303088744
619,13.1240522384
619.5,13.1193594484
620,13.1146663899
620.5,13.1131019774
621,13.1084085608
621.5,13.1084085608
622,13.1021502539
622.5,13.09745621
623,13.0896322054
623.5,13.0818074529
624,13.0755471118
624.5,13.0724167615
625,13.0677210113
