"Latest: Time (s)","Latest: Temperature (°C)"
340,17.6879325425
340.5,17.6804583828
341,17.664013712
341.5,17.6520526368
342,17.6281271571
342.5,17.6131714727
343,17.6056929773
343.5,17.5907346778
344,17.5727824106
344.5,17.5518349091
345,17.5368702994
345.5,17.5248973438
346,17.5159168862
346.5,17.5024450073
347,17.4919658883
347.5,17.4725023623
348,17.4620207587
348.5,17.4410549341
349,17.4245793325
349.5,17.4095996345
350,17.4006109556
350.5,17.3871267253
351,17.3706440211
351.5,17.3511616496
352,17.3391709804
352.5,17.3241810146
353,17.3061906611
353.5,17.3016926639
354,17.2896972038
354.5,17.2762009169
355,17.2582035668
355.5,17.2372033268
356,17.2297023698
356.5,17.2176998829
357,17.2056962182
357.5,17.1891892526
358,17.169678138
358.5,17.1546674586
359,17.1441588788
359.5,17.1306465092
360,17.1141293422
360.5,17.1066207928
361,17.0931042266
361.5,17.0810882286
362,17.0585549971
362.5,17.0465355446
363,17.030006829
363.5,17.0179845108
364,17.0089669783
390,16.2883110766
390.5,16.2746980477
391,16.2610833329
391.5,16.2504929429
392,16.2459538913
392.5,16.2323356079
393,16.2141752598
393.5,16.2005530173
394,16.1884429289
394.5,16.177845497
395,16.1672470328
395.5,16.1581618122
396,16.1475614273
396.5,16.1354454327
397,16.1248428257
397.5,16.1096944413
398,16.091513575
398.5,16.0793912943
399,16.0748450873
399.5,16.0627209293
400,16.0521111692
400.5,16.0399844451
401,16.0187593762
401.5,16.0066288752
402,15.9944969969
402.5,15.9853971832
403,15.9762965927
403.5,15.9687121734
404,15.9550588561
404.5,15.9444383968
405,15.9322994278
405.5,15.9186414261
406,15.9034638021
406.5,15.8898020772
407,15.876138584
407.5,15.8670286047
408,15.8594363533
408.5,15.8472876115
409,15.8351374653
409.5,15.8184287173
410,15.8077944906
410.5,15.7971591835
411,15.7865227945
411.5,15.7713260738
412,15.7637268831
412.5,15.7591671027
413,15.7439663924
413.5,15.7363652042
414,15.7226816639
414.5,15.708996319
415,15.6953091666
415.5,15.6892254068
416,15.6770568132
416.5,15.6664081177
417,15.6572797898
417.5,15.6390207079
418,15.6222803695
418.5,15.6177143493
419,15.6055373026
419.5,15.5918363964
420,15.5827014406
420.5,15.5720429613
421,15.5674747014
421.5,15.5568146337
422,15.5491996178
422.5,15.5354911558
423,15.5202573667
423.5,15.5050212949
424,15.4974024017
424.5,15.4852109822
425,15.4745422867
425.5,15.4684453845
426,15.459299342
426.5,15.442529447
427,15.4288065506
427.5,15.4196569148
428,15.4074561065
428.5,15.3952538176
429,15.3815244701
429.5,15.3769476034
430,15.3723705277
430.5,15.363215749
431,15.3510080749
431.5,15.3403251374
432,15.3250618158
432.5,15.309796158
433,15.3036892398
433.5,15.2945281599
434,15.2823120737
434.5,15.2716217656
435,15.2639851262
435.5,15.2517652793
436,15.2395439243
436.5,15.2242651067
437,15.2212090597
437.5,15.2074556769
438,15.2013424467
438.5,15.1906433811
439,15.1845291074
439.5,15.1738282138
440,15.1661840051
440.5,15.1539520334
441,15.1432478069
441.5,15.1233654258
442,15.1172469573
442.5,15.1050088711
443,15.0958292998
443.5,15.0866488646
444,15.0820583228
444.5,15.0728765902
445,15.062163474
445.5,15.0422645541
446,15.0346100374
446.5,15.0269549165
447,15.0162367312
447.5,15.0085801581
448,14.9978599376
448.5,14.9932651935
449,14.9840750494
449.5,14.9702881923
450,14.9656921351
450.5,14.9564993631
451,14.9442409679
451.5,14.9289157759
452,14.9181866862
452.5,14.9151210116
453,14.9059233997
453.5,14.8967249049
454,14.8875255261
454.5,14.8737247985
455,14.8629895208
455.5,14.8522530353
456,14.8415153406
456.5,14.8338448175
457,14.8215706942
457.5,14.8123640617
458,14.8031565368
458.5,14.7954829168
459,14.7908784468
459.5,14.7832038331
460,14.7755285975
460.5,14.7663174931
461,14.7571054915
461.5,14.7432858049
462,14.7294640943
462.5,14.7156403565
463,14.707959625
463.5,14.6972055472
464,14.6941327275
464.5,14.69259628
465,14.6818404433
465.5,14.6680096986
466,14.6587880683
466.5,14.6480283515
467,14.6418793864
467.5,14.6295802425
468,14.6188171629
468.5,14.6080528414
469,14.5988252907
469.5,14.5957492373
470,14.5911349666
470.5,14.5849822498
471,14.5757524113
471.5,14.5695986763
472,14.5588286589
472.5,14.5495962204
473,14.5357458383
473.5,14.529589448
474,14.5218933841
474.5,14.5141966798
475,14.5064993343
475.5,14.4988013472
476,14.489562915
476.5,14.4803235571
477,14.4680029716
477.5,14.4556807364
478,14.4495189995
478.5,14.4418162471
479,14.4310313079
479.5,14.4248679162
480,14.4187041101
480.5,14.4125398893
481,14.4032927798
481.5,14.3940447357
482,14.3878788533
482.5,14.3817125547
483,14.3740040958
483.5,14.3585852239
484,14.3524169448
484.5,14.340079133
485,14.3308246761
485.5,14.3231119089
486,14.3123129345
486.5,14.3045985947
487,14.2999696758
487.5,14.2953405205
488,14.2845382384
488.5,14.278364927
489,14.264473436
489.5,14.252123651
490,14.2490359409
490.5,14.238228123
491,14.2289632479
491.5,14.2227861352
492,14.2119751679
492.5,14.2042522528
493,14.2042522528
493.5,14.201162901
494,14.1888044314
494.5,14.181079524
495,14.1718087568
495.5,14.1671730136
496,14.1532643444
496.5,14.142444996
497,14.1362619233
497.5,14.1285324807
498,14.1254405164
498.5,14.1161639805
499,14.108432797
499.5,14.1007009428
500,14.0883285799
500.5,14.0775013509
501,14.0666728031
501.5,14.0589373177
502,14.051201158
502.5,14.0403694006
503,14.0357268136
503.5,14.0264409093
504,14.0156061227
504.5,14.0109622364
505,14.0032218834
505.5,14.0016737314
506,13.9892875382
506.5,13.9861907182
507,13.9722536819
507.5,13.9614122402
508,13.9521185128
508.5,13.9412745892
509,13.9350774605
509.5,13.9242314325
510,13.9149337697
510.5,13.9087347799
511,13.907184964
511.5,13.8994354727
512,13.8870348592
512.5,13.8699811434
513,13.8405168748
513.5,13.81259416
514,13.8094910825
514.5,13.803284595
515,13.7970776637
515.5,13.7893183752
516,13.7831104445
516.5,13.7753499057
517,13.7613791831
517.5,13.7520641146
518,13.7427480421
518.5,13.7396424614
519,13.7318780208
519.5,13.7272190211
520,13.716347043
520.5,13.7085805046
521,13.7039202454
521.5,13.6930453259
522,13.6806151625
522.5,13.6681832006
523,13.6635207507
523.5,13.6573037567
524,13.6464229323
524.5,13.6386500688
525,13.633986012
525.5,13.629321701
526,13.6231022241
526.5,13.619992316
527,13.6122170506
527.5,13.6044410775
528,13.5966643961
528.5,13.5873314426
529,13.5842202311
529.5,13.5733300961
530,13.5608825217
530.5,13.5515456455
531,13.5453204916
531.5,13.5359819053
532,13.5281989651
532.5,13.5204153109
533,13.5141878729
533.5,13.5110739823
534,13.5079599772
534.5,13.4986172747
535,13.4908309014
535.5,13.479928774
536,13.4721406789
536.5,13.4612361387
537,13.458120297
537.5,13.4503301888
538,13.4409811085
538.5,13.4363061792
539,13.4285140533
539.5,13.422279833
540,13.4160451505
540.5,13.4129276358
541,13.4035743975
541.5,13.4004564198
542,13.3911017919
542.5,13.3817461205
543,13.3739489298
543.5,13.3645913426
544,13.3567925541
544.5,13.3489930383
545,13.3411927946
545.5,13.3365122987
546,13.3349520751
546.5,13.3271505198
547,13.3177876903
547.5,13.3115452198
548,13.30686306
548.5,13.2990588754
549,13.2928150009
549.5,13.2803258458
550,13.2756419289
550.5,13.2678348138
551,13.2553419024
551.5,13.2537801562
552,13.2428471091
552.5,13.2334747776
553,13.2287882141
553.5,13.220976685
554,13.2147269306
554.5,13.2131644182
555,13.2084767037
555.5,13.2037887233
556,13.2006632552
556.5,13.1881601995
557,13.1865971843
557.5,13.1756552485
558,13.1678386906
558.5,13.1584578417
559,13.1490759234
559.5,13.1428207166
560,13.1334370136
560.5,13.127180616
561,13.1193594484
561.5,13.1146663899
562,13.1131019774
562.5,13.1099730628
563,13.0990209212
563.5,13.0896322054
564,13.0802424125
564.5,13.0724167615
565,13.0677210113
565.5,13.061459591
566,13.0505009501
566.5,13.0442382087
567,13.039540837
567.5,13.0364091055
568,13.0270131886
568.5,13.0238809755
569,13.0160499152
569.5,13.0113509173
570,13.0050851644
601,12.5810139204
601.5,12.5747143448
602,12.5715643677
602.5,12.5558125869
603,12.5495109895
603.5,12.5447844592
604,12.5384819756
604.5,12.5337547802
605,12.5337547802
605.5,12.5242995337
606,12.5179954016
606.5,12.5132669692
607,12.5101145222
607.5,12.5053856133
608,12.4943503799
608.5,12.4864671158
609,12.4833135872
609.5,12.4706981983
610,12.4643897385
610.5,12.4612353171
611,12.4565034455
611.5,12.4486163538
612,12.4407284629
612.5,12.4375730826
613,12.4296840716
613.5,12.4233722863
614,12.4186381107
614.5,12.4139036466
615,12.4107471767
615.5,12.4091688937
616,12.4028554404
616.5,12.3965414732
617,12.3902269917
617.5,12.3839119957
618,12.3775964847
618.5,12.374438536
619,12.3633847006
619.5,12.358646859
620,12.3523292851
620.5,12.3396925872
621,12.3381128545
621.5,12.3317936005
622,12.3223137488
622.5,12.3191535392
623,12.3128327313
