"Latest: Time (s)","Latest: Temperature (°C)"
201,21.1006120111
201.5,21.1020761835
202,21.1050044998
202.5,21.1035403464
203,21.1064686438
203.5,21.1079327783
204,21.1035403464
204.5,21.1064686438
205,21.1079327783
205.5,21.1079327783
206,21.1079327783
206.5,21.1064686438
207,21.1079327783
207.5,21.1064686438
208,21.1035403464
208.5,21.1050044998
209,21.1020761835
209.5,21.1020761835
210,21.1035403464
210.5,21.1035403464
211,21.1035403464
211.5,21.1035403464
212,21.1020761835
212.5,21.0976836379
213,21.1006120111
213.5,21.0962194371
214,21.0976836379
214.5,21.0976836379
215,21.0962194371
215.5,21.0962194371
216,21.0962194371
216.5,21.0947552268
217,21.0947552268
217.5,21.0947552268
218,21.093291007
218.5,21.0918267777
219,21.0918267777
219.5,21.090362539
220,21.0859697657
220.5,21.0859697657
221,21.0859697657
221.5,21.0859697657
222,21.0830412027
222.5,21.0801126016
223,21.0801126016
223.5,21.0786482868
224,21.0771839624
224.5,21.0757196286
225,21.0771839624
225.5,21.0742552852
226,21.0713265698
226.5,21.0713265698
227,21.0683978163
227.5,21.0698621978
228,21.0683978163
228.5,21.0654690246
229,21.0640046145
229.5,21.0625401948
230,21.0596113267
230.5,21.0566824203
231,21.0581468783
231.5,21.0552179528
232,21.0537534757
232.5,21.0522889891
233,21.0522889891
233.5,21.049359987
234,21.049359987
234.5,21.0464309466
235,21.044966412
235.5,21.0405727508
236,21.0391081778
236.5,21.0391081778
237,21.0332497899
237.5,21.0259265885
238,21.0303205382
238.5,21.0229972406
239,21.0244619194
239.5,21.0186031463
240,21.017138429
240.5,21.0142089653
241,21.0098146973
241.5,21.011279463
242,21.006885137
242.5,21.006885137
243,21.0054203423
243.5,21.003955538
244,21.0024907239
244.5,21.0024907239
245,21.0010259002
245.5,20.9980962237
246,20.996631371
246.5,20.9922367544
247,20.9893069616
247.5,20.9878420505
248,20.9849121994
248.5,20.9819823094
249,20.9805173498
249.5,20.9805173498
250,20.9761224125
250.5,20.9717273877
251,20.9687973223
251.5,20.9687973223
252,20.9614719882
252.5,20.9600068921
253,20.95121611
253.5,20.9497509454
254,20.948285771
254.5,20.943890189
255,20.9365640227
255.5,20.9380292756
256,20.9336334875
256.5,20.9336334875
257,20.927772299
257.5,20.927772299
258,20.921910953
258.5,20.9189802208
259,20.9145840487
259.5,20.9145840487
260,20.9101877877
260.5,20.9101877877
261,20.9013949988
261.5,20.8999294993
262,20.8969984707
262.5,20.8911362945
263,20.8926018534
263.5,20.8882051469
264,20.8867395582
264.5,20.8867395582
265,20.883808351
265.5,20.8852739596
266,20.8794114657
266.5,20.8764801591
267,20.8720831245
267.5,20.8735488126
268,20.8662202722
268.5,20.8632887862
269,20.8603572603
269.5,20.8544940886
270,20.8530282707
270.5,20.8500966048
271,20.8398354588
271.5,20.8398354588
272,20.8383695406
272.5,20.8310397995
273,20.8266418342
273.5,20.823709807
274,20.8207777396
274.5,20.8134473947
275,20.8149134838
275.5,20.8105151861
276,20.8046506478
276.5,20.8046506478
277,20.7973197474
277.5,20.795853537
278,20.7943873164
278.5,20.7943873164
279,20.7929210857
279.5,20.7885223328
280,20.7870560616
280.5,20.7811908751
281,20.7767918785
281.5,20.7709264075
282,20.7650607735
282.5,20.7621278953
283,20.7577285016
283.5,20.753329016
284,20.7503959745
284.5,20.7459963355
285,20.7430631917
285.5,20.7386633992
286,20.7342635144
286.5,20.7327968656
287,20.7269301678
287.5,20.7195965643
288,20.7166630509
288.5,20.7122627036
289,20.7063954294
289.5,20.7049285851
290,20.7019948654
290.5,20.7019948654
291,20.6990611045
291.5,20.6961273021
292,20.6902595734
292.5,20.6873256469
293,20.6829246794
293.5,20.6785236186
294,20.6755895261
294.5,20.6711883095
295,20.6667869994
295.5,20.6623855955
296,20.6550497141
296.5,20.6477135719
297,20.6418444701
297.5,20.6389098564
298,20.6330405035
298.5,20.6345078575
299,20.6301057642
299.5,20.6286383788
300,20.6242361596
300.5,20.6183663871
301,20.6154314378
301.5,20.6110289349
302,20.6066263373
302.5,20.6036912196
303,20.5963532406
303.5,20.5948856132
304,20.5904826674
304.5,20.5816764903
305,20.5772732589
305.5,20.5699343277
306,20.5669986809
306.5,20.5611272599
307,20.5567235825
307.5,20.5537877443
308,20.5479159401
308.5,20.543511975
309,20.5405759448
309.5,20.537639872
310,20.5361718195
310.5,20.531767598
311,20.5288313969
311.5,20.5214907066
312,20.5170861637
312.5,20.5126815243
313,20.5126815243
313.5,20.5068085214
314,20.4994670257
314.5,20.4935936353
315,20.4921252608
315.5,20.4891884793
316,20.4803778758
316.5,20.4745039239
317,20.4671612406
317.5,20.4627555005
318,20.4554123832
318.5,20.4495376939
319,20.4451315627
319.5,20.4407253334
320,20.4377877928
320.5,20.4275060569
321,20.4260371938
321.5,20.4245683198
322,20.4201616321
322.5,20.4172237856
323,20.4157548459
323.5,20.4098789776
324,20.4010648462
324.5,20.3966576322
325,20.3922503193
325.5,20.3849045776
326,20.3775585605
326.5,20.3731508177
327,20.3716815481
327.5,20.364335034
328,20.3599269928
328.5,20.3540494494
329,20.3467022707
329.5,20.3408243279
330,20.3364157541
330.5,20.3305374998
331,20.3320070801
331.5,20.3261286922
332,20.3231894314
332.5,20.320250126
333,20.3173107759
333.5,20.3114319416
334,20.3070226986
334.5,20.2996737363
335,20.2937943647
335.5,20.2908546117
336,20.2835050325
336.5,20.2746851664
337,20.2688050304
337.5,20.2629247141
338,20.2599844882
338.5,20.2555740647
339,20.2541039009
339.5,20.2482231327
340,20.2467529123
340.5,20.2423421833
341,20.2335204192
341.5,20.2320500855
342,20.2305797404
342.5,20.2217574313
343,20.2129347125
343.5,20.2055821335
344,20.1982292691
344.5,20.1923467718
345,20.1864640915
345.5,20.1849933928
346,20.1791104833
346.5,20.1746981807
347,20.1673441135
347.5,20.1614606527
348,20.1555770077
348.5,20.151164153
349,20.1467511945
349.5,20.1423381321
350,20.1379249657
350.5,20.1379249657
351,20.134982797
351.5,20.1305694571
352,20.1246848418
352.5,20.1202712586
353,20.1143863186
353.5,20.1099724917
354,20.1026158809
354.5,20.0967303827
355,20.0908446981
355.5,20.0834873298
356,20.0776012248
356.5,20.0702433304
357,20.0643568041
357.5,20.0599417863
358,20.0540549316
358.5,20.0496396671
359,20.0466960988
359.5,20.0466960988
360,20.0437524833
360.5,20.0378651111
361,20.0275617559
361.5,20.0187298482
362,19.9995925866
362.5,19.977508638
363,19.9642569823
363.5,19.9539494701
364,19.9451139928
364.5,19.9480591998
365,19.9406960923
365.5,19.9318599673
366,19.9303872377
366.5,19.9230234095
367,19.9186049682
367.5,19.90976776
368,19.9009301174
368.5,19.896511133
369,19.8906189843
417,19.399397731
417.5,19.3964431492
418,19.389056463
418.5,19.3875790861
419,19.3875790861
419.5,19.3816694459
420,19.3787145463
420.5,19.3757595937
421,19.3683719798
421.5,19.3609840337
422,19.3580287621
422.5,19.3550734374
423,19.3476848923
423.5,19.3373403692
424,19.3314289194
424.5,19.3269951916
425,19.3210833672
425.5,19.3151713286
426,19.3107371588
426.5,19.3077809785
427,19.2989121155
427.5,19.2959557202
428,19.2944775025
428.5,19.2915210265
429,19.2885644968
429.5,19.2826512756
430,19.2796945841
430.5,19.2708241859
431,19.2634318159
431.5,19.2560391078
432,19.2501246976
432.5,19.2456887476
433,19.2427313798
433.5,19.2382952262
434,19.2323801647
434.5,19.2249860318
435,19.2235071644
435.5,19.2205493887
436,19.2131547111
436.5,19.2101967446
437,19.2028015895
437.5,19.1998434318
438,19.1983643325
438.5,19.1924477984
439,19.188010254
439.5,19.1835725864
440,19.1791347955
440.5,19.1746968811
441,19.1717382028
441.5,19.1643412667
442,19.1599029401
442.5,19.1539849786
443,19.1421483941
443.5,19.13918911
444,19.1362297707
444.5,19.1332703761
445,19.1303109262
445.5,19.127351421
446,19.1243918605
446.5,19.1184725733
447,19.1110731524
447.5,19.1095932266
448,19.105153366
448.5,19.0977533205
449,19.0933131264
449.5,19.0859125245
450,19.0829521862
450.5,19.0740708368
451,19.0681496581
451.5,19.0651889849
452,19.0577870572
452.5,19.0548261882
453,19.0474237705
453.5,19.0459432449
454,19.0385404065
454.5,19.0355791729
455,19.0340985351
455.5,19.028175843
456,19.0237336764
456.5,19.0207721615
457,19.011887279
457.5,19.0104064159
458,19.0030018887
458.5,19.001520941
459,18.9955970085
459.5,18.9911539107
460,18.9852295823
460.5,18.982267333
461,18.9793050272
461.5,18.9704177691
462,18.9615299999
462.5,18.9556045361
463,18.9496788447
463.5,18.9422714097
464,18.94078988
464.5,18.9333820171
465,18.930418772
465.5,18.9274554697
466,18.9215286936
466.5,18.9185652197
467,18.9156016885
467.5,18.9141199014
468,18.9096744542
468.5,18.9081926098
469,18.899301242
469.5,18.888927326
470,18.8844811463
470.5,18.8770705588
471,18.8726240334
471.5,18.869659611
472,18.8666951309
472.5,18.863730593
473,18.8563189954
473.5,18.8518718634
474,18.8459421514
474.5,18.8414947152
475,18.8370471487
475.5,18.8325994515
476,18.8281516237
476.5,18.8251863326
477,18.8237036652
477.5,18.8222209833
478,18.8192555758
478.5,18.8162901101
479,18.8118418025
479.5,18.8073933637
480,18.8059105217
480.5,18.7984960926
481,18.7984960926
481.5,18.7910812986
482,18.7866322469
482.5,18.7792168682
483,18.7718011234
483.5,18.7673515007
484,18.7673515007
484.5,18.7599351694
485,18.7569685341
485.5,18.75400184
486,18.7510350871
486.5,18.7480682754
487,18.7451014048
487.5,18.7406509886
488,18.7376839708
488.5,18.7302661683
489,18.7287825635
489.5,18.7243316607
490,18.7198806249
490.5,18.7154294561
491,18.7080105457
491.5,18.6991073644
492,18.6931716138
492.5,18.6902036494
493,18.6842675424
493.5,18.6827834785
494,18.6738787829
494.5,18.6723946149
495,18.6679420214
495.5,18.6664577938
496,18.6620050216
496.5,18.6530990743
497,18.648645899
497.5,18.6427081228
498,18.6397391449
498.5,18.6352855658
499,18.6323164382
499.5,18.6323164382
500,18.6293472507
500.5,18.624893357
501,18.6204393282
501.5,18.6174699007
502,18.6115308653
502.5,18.607076431
503,18.6011369745
503.5,18.5996520728
504,18.5937123152
504.5,18.5892573387
505,18.5788618654
505.5,18.5758915943
506,18.5714360741
506.5,18.5654951689
507,18.5610393309
507.5,18.5580686966
508,18.5506418453
508.5,18.5447000911
509,18.5417291229
509.5,18.5387580939
510,18.5372725567
510.5,18.5357870041
511,18.529844642
511.5,18.529844642
512,18.5253877105
512.5,18.5179591866
513,18.5075586125
513.5,18.5045868824
514,18.4971572898
514.5,18.4956713253
515,18.4897273146
515.5,18.4837830587
516,18.4822969564
516.5,18.4793247058
517,18.4733800204
517.5,18.4718938107
518,18.4674350893
518.5,18.4629762296
519,18.4600035795
519.5,18.4570308679
520,18.4495988194
520.5,18.4481123635
521,18.4451394054
521.5,18.4421663856
522,18.4362201607
522.5,18.4302736888
523,18.4258136725
523.5,18.4243269695
524,18.421353517
524.5,18.4168932221
525,18.4124327879
525.5,18.4049984207
526,18.3975636656
526.5,18.3916155818
527,18.3871543557
527.5,18.3826929895
528,18.3782314832
528.5,18.3752570678
529,18.3737698367
529.5,18.3707953277
530,18.3618714262
530.5,18.3633587822
531,18.3559218462
531.5,18.3529469624
532,18.346997007
532.5,18.3440219354
533,18.3425343761
533.5,18.3395592105
534,18.3306333374
534.5,18.3246824415
535,18.3127798953
535.5,18.3112920063
536,18.3053402926
536.5,18.3008763419
537,18.297900296
537.5,18.294924187
538,18.2889717795
538.5,18.2830191194
539,18.2800426945
539.5,18.2785544583
540,18.2755779385
540.5,18.2711130401
541,18.2681363619
541.5,18.2651596204
542,18.2577174892
542.5,18.2547405257
543,18.2502749613
543.5,18.2517634986
544,18.2458092539
544.5,18.2413434034
545,18.2398547548
545.5,18.2353887135
546,18.2309225288
546.5,18.2279449927
547,18.223478569
547.5,18.2175231141
548,18.2160342105
548.5,18.2071004532
549,18.2011442953
549.5,18.1996552158
550,18.1922095783
550.5,18.1877420035
551,18.1832742844
551.5,18.1817850126
552,18.1758277649
552.5,18.1743384128
553,18.1698702601
553.5,18.1668914113
554,18.1639124981
554.5,18.1609335206
555,18.1609335206
555.5,18.1594440077
556,18.1579544787
556.5,18.1564649336
557,18.1549753723
557.5,18.1490169662
558,18.1415685957
558.5,18.1415685957
559,18.1370993796
559.5,18.1341198215
560,18.1281605112
560.5,18.125180759
561,18.1207110093
561.5,18.1177310952
562,18.1177310952
562.5,18.1147511163
563,18.1117710725
563.5,18.1073008853
564,18.1058107904
564.5,18.0998502486
565,18.0998502486
565.5,18.0953796716
566,18.0938894468
566.5,18.0879283848
567,18.0879283848
567.5,18.0864380787
568,18.0819670625
568.5,18.0804766912
569,18.0789863036
569.5,18.0745150431
570,18.0730245903
570.5,18.0700436358
571,18.067062616
571.5,18.0655720816
572,18.0640815309
572.5,18.0596097808
573,18.0551378836
573.5,18.0536472185
574,18.049175125
574.5,18.0432121046
575,18.0417213085
575.5,18.0357579604
576,18.0342670824
576.5,18.0297943499
577,18.0253214697
577.5,18.0208484417
578,18.0148841742
578.5,18.0104108008
579,18.0059372793
579.5,17.9984810807
580,17.9969897916
580.5,17.9954984859
581,17.9954984859
581.5,17.9910244699
582,17.9910244699
582.5,17.9850588841
583,17.9820759921
583.5,17.9776015301
584,17.9761100097
584.5,17.9686521595
585,17.9671605398
585.5,17.9641772506
586,17.9582104735
586.5,17.9537352165
587,17.9492598101
587.5,17.9447842542
588,17.9388166138
588.5,17.9343407088
589,17.929864654
589.5,17.9253884493
590,17.9209120946
590.5,17.9179277748
591,17.9134511699
591.5,17.9104666832
592,17.9059898278
592.5,17.901512822
593,17.9000204533
593.5,17.8970356658
594,17.8880809013
594.5,17.8850958458
595,17.8806181368
595.5,17.8776329136
596,17.8761402769
596.5,17.8746476233
597,17.873154953
